-0.3996149	0.05636217	-0.02482816	0.068383224	0.03622615	0.043242503	-0.16399248	0.12646541	0.039235517	-0.043702535	-0.051696263	0.03629152	0.18199195	-0.1321233	0.01343649	-0.03404085
-0.3585413	0.10706453	0.0043216594	0.00697941	-0.104656816	0.07740297	-0.1070419	0.040521808	0.033441085	-0.028445832	0.029386038	0.005192247	0.09381751	-0.17351235	0.09408818	-0.13313803
-0.61110884	0.31825787	0.17634271	-0.09445813	-0.28254032	0.41489756	0.026119536	-0.16376589	0.36571726	-0.22952299	0.28585592	-0.2527962	-0.05792744	-0.48002183	0.31252325	-0.38963962
-0.44776028	0.11551735	0.03038981	0.0551219	-0.14963426	0.2069748	-0.02523618	-0.06514918	0.1605487	-0.11789949	0.055378757	-0.11648147	0.05915508	-0.23903209	0.16866893	-0.182009
-0.2185915	-0.02955453	-0.060362943	0.030889418	0.048451614	-0.003075	-0.09392148	0.05397719	0.0027291912	0.052565485	-0.062419727	0.022478558	0.12500028	-0.019765146	-0.07875392	0.06334052
-0.31854063	-0.0007944496	-0.057281546	0.014556337	-0.06464185	0.07351566	-0.07906373	0.12998545	0.012413046	-0.013719046	-0.014675151	-0.039243374	0.101484165	-0.10904924	0.06637594	-0.018625742
-0.19047974	-0.02662312	-0.16469787	0.09047476	0.096168496	-0.061352555	-0.1092767	0.1581042	-0.09305665	0.10215016	-0.11739321	0.09752672	0.12122183	-0.0028326071	-0.092181936	0.041372184
-0.3834911	0.19498056	0.061281573	-0.034059953	-0.08623776	0.25313225	0.027331555	-0.09087451	0.17167446	-0.1456534	0.08701222	-0.13473246	0.029291762	-0.25493243	0.12665658	-0.18316852
-0.08202537	-0.11727797	-0.04017055	-0.107199974	0.01974985	-0.025796438	-0.10724726	0.120115414	-0.02797207	0.07028371	-0.05736571	0.112926066	0.12178397	-0.018110206	-0.107015856	0.10905162
-0.18481967	0.0023641621	-0.060331047	0.08387871	0.017643103	-0.0353853	-0.1176237	0.15334225	-0.05281829	0.09611922	-0.06673221	0.05008607	0.14992192	-0.007677521	0.009837341	0.06197281
-0.20232491	0.073599435	-0.03809377	0.04669456	-0.0004960797	0.020043395	-0.100726195	0.09114181	0.045013152	-0.018042294	0.010829976	0.022226578	0.086115286	-0.07771043	0.011715347	-0.051435076
-0.18089417	-0.11570214	-0.18205522	0.13513345	0.15178512	-0.1452223	-0.18971819	0.19717403	-0.069941826	0.09704584	-0.1536659	0.09064992	0.19839282	0.037160575	-0.087429605	0.13487421
-0.20465685	-0.04969265	-0.12368046	0.09627485	0.049246818	-0.012768739	-0.121416934	0.098590456	-0.052936014	0.075904325	-0.03074759	0.026758354	0.14882283	0.017384503	-0.05968293	-0.0024629734
-0.1464948	-0.10247932	-0.1201888	0.16194828	0.111978084	-0.106123395	-0.22519574	0.23091465	-0.15598994	0.08709608	-0.17717452	0.12691121	0.25373477	0.09718118	-0.11178175	0.09165692
-0.05133641	-0.087217145	-0.15232022	0.09445075	0.13949405	-0.09553536	-0.14599171	0.16512561	-0.09961896	0.14099246	-0.11960661	0.07483661	0.1386907	0.022102851	-0.09738618	0.11541289
-0.06664471	-0.14162941	-0.120264396	0.109762914	0.08636444	-0.10428223	-0.18584023	0.21796632	-0.066233784	0.07794865	-0.14103648	0.14631955	0.26180193	0.13569449	-0.15565132	0.07752702
-0.07867648	0.038649224	-0.046733152	0.038995948	0.036421567	-0.013810995	-0.03585542	0.0330621	-0.048361562	0.005855669	-0.08132641	0.0078297965	0.11391621	-0.058562722	-0.011174393	0.025217863
-0.21014763	-0.05109154	-0.05233786	0.03914269	0.064430594	0.02083804	-0.14818728	0.091948666	-0.035941802	0.0057480857	-0.09853507	0.048069976	0.12273227	-0.05921956	1.04315695e-05	-0.03609425
0.4883592	-0.72715414	-0.6294397	0.55558884	0.6010666	-0.7428748	-0.6603796	0.6475118	-0.7142594	0.60381836	-0.641616	0.6746482	0.63484716	0.7217773	-0.6369497	0.66781044
-0.049613196	-0.15017864	-0.21345353	0.13275872	0.15815596	-0.13045268	-0.21882246	0.20179683	-0.18809445	0.16652086	-0.14076623	0.15549558	0.24361172	0.121314004	-0.11217452	0.14163235
-0.021761727	-0.108619995	-0.11242275	0.11654964	0.097268194	-0.13995923	-0.19580038	0.18128541	-0.09936546	0.16106436	-0.20697033	0.11524957	0.22903617	0.15905106	-0.18408337	0.09198221
-0.27732337	0.1072008	0.106993064	-0.084326535	-0.08083918	0.17692934	0.039276898	-0.07003201	0.15251468	-0.12642446	0.06357271	-0.13868845	0.02469295	-0.19275993	0.14522286	-0.10667134
-0.18001059	-0.021456528	-0.14586574	0.08662023	0.092017785	-0.09799665	-0.16493082	0.19181679	-0.06636837	0.059768606	-0.11201622	0.14177519	0.1448426	0.051709216	-0.04133537	0.042227544
-0.39227763	0.14264184	0.08632716	0.03285338	-0.11535955	0.08658774	-0.05934571	-0.022479616	0.17317387	-0.10940511	0.070513025	-0.11118353	0.062720664	-0.1182723	0.103043504	-0.15474866
-0.16373101	0.0064347647	-0.080856964	0.054707356	0.009748225	0.04489377	-0.09912284	-0.0079953885	-0.0046699676	0.03857179	-0.010287639	0.072347045	0.07268067	-0.058072425	0.015047316	-0.0021126282
-0.13477212	-0.06665342	-0.08283816	0.1350306	0.07154023	-0.046645183	-0.09788374	0.08288128	-0.016484473	0.10677241	-0.064233884	0.050851226	0.112241425	-0.056305617	-0.110627845	0.023355728
-0.10517044	-0.03922487	-0.052432023	0.0670741	-0.01226276	-0.053585287	-0.024771465	0.040102612	-0.051385947	0.06321378	-0.07842221	0.05037971	0.11857831	-0.03214984	-0.029790223	0.07874562
-0.22733817	0.13433616	0.13956276	-0.1439215	-0.13527447	0.18734834	0.025180435	-0.10251128	0.15390815	-0.10336452	0.148223	-0.072146736	-0.061708346	-0.13911243	0.083494924	-0.15941678
-0.3566358	0.23570421	0.1954162	0.00066543755	-0.18389504	0.21954702	0.060129542	-0.11848892	0.25450495	-0.18092991	0.17457975	-0.15850085	-0.06778082	-0.32185313	0.25768894	-0.2604
0.10853483	-0.23978493	-0.29969922	0.22130077	0.19399908	-0.28942716	-0.31688616	0.2854102	-0.27226162	0.21394283	-0.2655429	0.2116861	0.28057238	0.18751167	-0.26764452	0.26932263
-0.071989655	-0.16775614	-0.14493425	0.07610144	0.119274706	-0.1086375	-0.14805013	0.18244487	-0.13215755	0.17010061	-0.1696904	0.11083567	0.14141725	0.07975954	-0.09638928	0.115029536
-0.30574682	0.15247624	0.066624604	-0.095559165	-0.14816847	0.15652643	0.05926805	-0.10106393	0.13242766	-0.08880634	0.1439447	-0.09647573	-0.08171681	-0.13160315	0.17096831	-0.18528867
-0.24841231	0.24123615	0.16579904	-0.17256421	-0.18234335	0.2845721	0.15468124	-0.19367906	0.19893515	-0.16612947	0.18003532	-0.12484334	-0.16332741	-0.27562138	0.15397976	-0.21166086
-0.15598477	0.047361694	0.0048548896	-0.009999798	0.002323752	0.023183806	-0.061656736	0.063765526	-0.025508374	0.018096186	0.016845282	-0.001249081	0.06298273	-0.063018546	0.06861383	-0.028978163
-0.20172292	0.09304529	0.12781517	-0.089768045	-0.052695427	0.16906674	0.07614568	-0.058845285	0.11886825	-0.111613944	0.10645248	-0.048949543	-0.09264956	-0.12408401	0.07618739	-0.15823132
-0.8923559	0.9306738	0.79721695	-0.59575367	-0.7897956	0.9291984	0.56360394	-0.7611466	0.8925746	-0.7816373	0.8269513	-0.80303264	-0.6410695	-0.8868695	0.88423175	-0.8787563
